"","c7","c8","c11","c12","c14","c17","c18","c1","c2","c5","c6","c9","c10","c15","c13","c16"
"CLCNKA",0,0,2,4,0,1,8,6,12,0,0,0,6,0,0,0
"CLCNKB",28,21,74,80,6,85,83,27,36,20,14,36,68,36,22,64
"FAM131C",7,8,23,18,0,27,52,30,11,4,5,8,16,8,7,301
"EPHA2",1065,1148,3437,2516,244,4238,2864,1416,1496,678,1324,2033,5490,2033,2068,13121
"ARHGEF19",255,184,502,359,60,864,477,398,475,125,221,329,560,329,276,539
"RSG1",165,134,433,316,36,482,384,468,324,90,104,337,365,337,144,1018
"FBXO42",980,928,2500,1899,302,3906,3250,2433,1712,613,922,1348,2743,1348,1661,4637
"SZRD1",3369,3139,8110,6804,949,12995,11068,10197,2157,2208,2572,4448,9029,4448,5125,14504
"SPATA21",2,4,12,9,6,4,9,11,23,3,6,13,16,13,6,9
"NECAP2",1999,1662,4624,4074,549,7294,6927,4985,5744,1276,1330,3164,5243,3164,2762,13495
"CROCCP3",151,100,310,150,26,218,303,165,106,80,201,370,340,370,112,1408
"LOC440570_dup1",0,0,0,0,0,0,2,0,0,0,0,0,6,0,2,0
"LINC01783",0,0,0,0,0,0,0,3,7,0,0,0,2,0,2,0
"FAM231B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR3675_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF1",967,584,3646,2131,275,4315,2466,1249,1314,580,848,2865,3351,2865,1377,6124
"CROCCP2",216,226,635,513,28,552,726,324,331,142,237,497,617,497,198,3691
"MST1P2",73,61,93,141,2,36,114,8,7,27,58,99,215,99,16,79
"FAM231A_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM231C_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR3675_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESPNP",0,0,0,0,0,0,0,3,7,0,0,0,6,0,0,0
"FAM231C_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM231A_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MST1L",2,5,16,18,1,0,12,7,17,2,3,15,12,15,6,8
"LOC102724562",2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"MIR3675_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC440570_dup2",1,4,5,9,4,4,14,2,7,2,2,2,40,2,8,6
"LOC105376805",31,35,103,73,19,43,75,34,17,25,37,40,116,40,15,183
"CROCC",522,401,1273,773,53,1110,1283,812,1073,277,496,972,1468,972,380,10594
"MFAP2",495,457,1330,1308,28,1572,2431,2292,1348,350,393,829,1739,829,310,6850
"ATP13A2",376,322,1300,635,68,1929,1305,737,392,254,246,574,975,574,482,5591
"SDHB",1104,849,2211,1919,266,3674,4060,1934,3116,707,730,1118,2133,1118,1327,8576
"PADI2",49,29,80,55,4,90,145,32,33,57,22,59,141,59,26,192
"PADI1",12,20,20,35,11,61,52,19,30,11,10,18,44,18,20,59
"PADI3",1,0,4,11,0,6,12,28,54,10,1,7,12,7,4,0
"MIR3972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PADI4",0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0
"PADI6",0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0
"RCC2",1756,1899,4335,3429,391,5021,4957,3144,2950,1069,1589,3137,4854,3137,2630,8391
"ARHGEF10L",707,538,1789,978,84,2581,2003,2268,1730,360,515,990,1239,990,665,8535
"ACTL8",0,0,8,8,0,0,4,2,10,0,0,8,4,8,1,0
"LINC01654",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IGSF21",0,0,0,0,0,0,2,7,11,0,0,0,1,0,0,0
"KLHDC7A",0,0,0,6,0,0,0,18,24,0,0,0,6,0,0,0
"PAX7",0,0,0,2,0,0,0,28,52,0,0,0,3,0,0,0
"TAS1R2",0,0,0,2,0,2,0,10,12,0,0,0,0,0,0,0
"ALDH4A1",329,260,808,577,69,2014,1240,928,912,238,242,425,781,425,577,1342
"MIR4695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR1290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFFO2",550,596,1513,1514,183,1957,1589,965,996,328,642,1057,2395,1057,1017,3092
"UBR4",4347,3330,10686,8082,1222,12707,13362,9165,4998,2648,4775,8698,12883,8698,7997,20869
"LOC101927895",20,3,26,28,1,6,22,14,18,8,17,21,49,21,5,68
"EMC1",1843,1518,6360,3497,695,8329,6808,3926,3193,1308,1617,4326,5532,4326,3815,6626
"MRTO4",659,580,1428,1270,127,2383,2232,1380,1863,387,481,1005,1903,1005,939,2109
"AKR7L",2,7,7,4,0,5,7,24,28,3,13,16,16,16,6,74
"AKR7A3",6,2,4,12,0,8,23,5,8,2,5,15,20,15,6,89
"LOC100506730",47,45,79,72,7,90,139,59,10,37,67,63,86,63,74,42
"AKR7A2",966,740,3090,2179,126,3159,4222,1017,829,650,591,1460,2677,1460,911,16396
"PQLC2",256,228,694,484,51,1055,1176,969,834,165,225,446,723,446,251,4736
"CAPZB",3031,2655,8252,6141,1028,13940,11871,13502,13070,2110,2104,4863,8101,4863,4916,24659
"LOC105378614",3,0,0,0,0,0,1,6,2,2,0,0,8,0,0,0
"MINOS1",506,350,1385,1130,264,1273,1895,914,1375,301,359,833,1490,833,597,2874
"MINOS1-NBL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPS14P3",41,24,19,31,9,13,42,836,1141,24,18,21,57,21,24,62
"NBL1",29,57,593,735,12,391,578,78,76,19,56,464,775,464,35,3323
"HTR6",2,6,2,6,0,10,7,23,9,0,0,5,8,5,7,64
"TMCO4",662,582,1905,1167,117,2395,2111,2082,1926,400,540,1176,1657,1176,661,5249
"RNF186",0,0,0,0,0,0,0,5,6,0,0,0,2,0,0,0
"OTUD3",263,336,677,658,81,539,1191,342,432,151,323,523,955,523,439,2431
"PLA2G2E",0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
"PLA2G2A",0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0
"PLA2G5",0,0,0,0,0,0,0,16,13,0,0,0,2,0,0,0
"PLA2G2D",0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0
"PLA2G2F",0,0,0,0,0,0,0,13,20,0,0,0,2,0,0,0
"PLA2G2C",0,0,0,0,0,0,0,3,7,0,0,0,1,0,0,0
"UBXN10-AS1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"UBXN10",0,0,0,0,0,0,2,12,30,0,0,0,0,0,0,0
"VWA5B1",0,0,0,5,0,0,0,15,16,0,0,0,4,0,0,0
"LINC01141",0,0,0,0,0,0,0,28,23,0,0,0,2,0,0,0
"CAMK2N1",3052,2789,7329,4958,475,8331,10573,3514,4687,1962,2067,3265,5722,3265,3900,42187
"MUL1",698,735,2040,1391,157,2316,2414,2132,1895,533,604,1072,2032,1072,1116,3596
"FAM43B",18,9,34,44,0,14,0,12,17,10,3,10,67,10,4,84
"CDA",25,21,171,88,4,90,92,38,9,9,10,54,90,54,39,70
"PINK1",1109,879,3208,1964,124,4887,3614,2975,2835,612,619,1890,2489,1890,1097,14599
"MIR6084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PINK1-AS",110,109,385,234,27,477,429,277,151,80,107,222,354,222,134,307
"DDOST",6597,5458,18941,12144,1794,23199,23411,19157,17459,4282,4595,11798,15511,11798,7092,26636
"KIF17",81,56,224,127,7,222,306,235,162,40,42,70,147,70,80,1000
"SH2D5",136,105,392,246,30,590,812,236,273,57,92,240,378,240,200,2394
"HP1BP3",5498,4904,11976,8192,948,14491,15384,8229,8100,3019,4721,6041,11040,6041,6463,20539
"EIF4G3",2838,2556,9677,4817,558,8228,7521,4605,2311,1851,2594,5172,7970,5172,3967,13099
"MIR1256",1,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0
"ECE1",5705,4721,19032,9443,870,16478,15672,12491,7428,3549,4112,9870,14441,9870,6504,45418
"LOC100506801",10,4,10,21,3,6,25,15,2,11,5,32,27,32,9,0
"NBPF3",1430,1099,4647,2824,406,7144,6341,3819,4009,899,1157,3206,4399,3206,1872,11330
"ALPL",39,36,78,71,3,58,132,334,159,31,30,36,74,36,22,398
"RAP1GAP",2,5,12,11,0,6,14,56,34,1,13,8,14,8,4,87
"USP48",1055,889,2958,2053,394,2548,3257,2128,3173,633,966,2059,2912,2059,1616,5775
"LDLRAD2",14,6,37,29,2,32,28,46,29,1,11,31,23,31,14,35
"HSPG2",5299,3196,19664,8957,1249,26745,23077,14040,5186,3140,4368,11329,15782,11329,10075,119321
"CELA3B",0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
"CELA3A",0,0,2,0,0,0,0,3,1,0,0,0,1,0,0,0
"LINC01635",7,2,14,7,2,8,23,3,13,9,8,19,9,19,0,17
"LINC00339",164,139,310,243,30,304,497,372,586,92,95,204,369,204,109,298
"CDC42",6287,5647,17740,16629,2620,29835,34748,5158,7192,4186,4581,11200,21417,11200,12483,16163
"WNT4",4,8,10,16,0,28,54,51,34,8,31,39,45,39,56,90
"MIR4418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB40",1033,729,2036,1523,176,2599,2371,2420,1185,604,1039,1660,2174,1660,1001,1865
"EPHA8",0,0,0,2,0,0,0,26,23,0,0,0,2,0,0,0
"MIR6127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QA",0,0,0,0,0,2,0,9,5,0,0,0,0,0,0,0
"C1QC",0,0,0,0,0,0,0,21,33,0,0,0,2,0,0,0
"C1QB",0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
"EPHB2",395,395,1335,766,49,1079,1163,1199,841,294,319,718,1007,718,491,1738
"MIR4684",0,0,0,0,0,0,2,0,3,0,0,2,1,2,0,0
"MIR4253",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"LACTBL1",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"TEX46",2,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0
"KDM1A",2174,1960,5331,3664,493,6873,6805,5144,5146,1438,1671,3400,5214,3400,2742,12066
"MIR3115",0,0,2,0,2,0,2,0,0,0,1,2,0,2,0,0
"MIR4419A",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"LUZP1",1885,1970,4846,3884,559,6249,6164,3626,2717,1175,1960,3181,5669,3181,3764,7271
"HTR1D",0,0,4,13,0,4,0,15,7,0,2,1,7,1,2,2
"LINC01355",26,2,58,21,12,32,107,13,33,36,77,200,179,200,82,179
"HNRNPR",2293,2133,6235,4424,777,6997,6393,3791,5269,1325,2101,4248,6547,4248,3728,13625
"ZNF436",1370,1312,3057,2345,121,2546,3175,2131,1934,838,1147,2352,3340,2352,1005,3927
"ZNF436-AS1",125,108,243,250,6,108,211,138,160,102,87,229,269,229,39,699
"TCEA3",378,376,1051,722,87,964,1270,2222,2076,256,330,649,873,649,352,2015
"ASAP3",1857,1691,3993,2758,261,4558,4582,5034,4857,1049,1554,2749,4163,2749,1538,9444
"E2F2",8,3,58,34,2,55,23,40,38,14,9,21,45,21,17,84
"LOC101928163",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"ID3",299,1547,657,4788,221,1078,13526,357,683,282,680,856,3936,856,2900,93924
"MDS2",0,0,0,1,0,0,4,1,3,0,0,0,0,0,0,0
"RPL11",14547,11579,30403,29355,7216,43292,51096,32033,46993,9685,9398,18855,37662,18855,20743,98278
"ELOA",1371,1279,3390,2360,202,3572,4135,3307,1859,888,1357,1829,3588,1829,1988,5485
"ELOA-AS1",8,7,27,26,3,35,33,9,48,15,12,23,46,23,8,39
"PITHD1",719,735,1905,1570,202,2386,2559,789,1259,469,621,1201,2029,1201,887,8339
"LYPLA2",644,658,2060,2015,272,3064,2934,935,720,387,562,1307,2875,1307,803,4084
"GALE",239,207,493,433,85,798,766,361,426,132,174,280,630,280,290,1024
"HMGCL",910,705,1836,1538,234,2872,2847,2016,2606,625,592,1393,1945,1393,946,3458
"FUCA1",694,582,2229,1347,106,1846,2228,680,740,533,533,1386,1779,1386,701,4441
"CNR2",0,0,2,0,0,0,0,8,7,0,0,0,0,0,0,0
"MIR378F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNRC2",1490,1620,889,796,241,707,1093,618,856,1015,1639,633,1338,633,2395,2966
"SRSF10",1813,1693,1348,971,396,1211,1364,1058,1686,1159,1874,720,1279,720,2454,2822
"MYOM3",0,0,0,2,0,6,0,35,30,0,0,0,5,0,0,0
"IL22RA1",0,2,2,4,0,2,4,23,20,0,2,0,8,0,1,0
"IFNLR1",0,0,10,6,0,6,0,32,55,0,4,0,10,0,0,0
"LOC284632",0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0
"GRHL3",2,3,2,6,2,2,2,14,20,1,0,3,2,3,0,0
"STPG1",195,167,512,302,43,824,548,414,300,131,148,253,450,253,269,195
"NIPAL3",2472,1945,7222,4207,857,7442,7006,4821,4532,1555,1564,3884,5705,3884,4205,7184
"RCAN3AS",0,0,2,3,0,0,2,0,0,0,0,6,5,6,0,0
"RCAN3",268,215,752,330,53,853,687,289,249,184,187,351,445,351,438,1060
"LOC100506985",33,56,102,64,7,163,150,48,92,28,52,74,111,74,122,140
"NCMAP",1,2,0,0,0,2,0,21,25,0,0,0,2,0,0,0
"SRRM1",930,926,2667,1560,229,1752,2606,789,207,561,1024,1101,2343,1101,1257,2417
"CLIC4",23009,20156,62256,33941,6139,85080,67311,16359,19267,15514,16629,31407,48819,31407,41780,101904
"RUNX3",2,1,4,4,0,6,4,31,35,0,0,5,3,5,3,3
"MIR6731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR4425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",1531,1191,3518,2900,471,2854,4121,2619,4462,972,1058,2574,3426,2574,1690,15403
"RSRP1",2636,1883,4265,3857,483,1750,4693,1161,2472,1621,1924,4914,4827,4914,1346,10091
"RHD",8,5,3,3,0,5,13,9,5,0,6,8,5,8,9,10
"TMEM50A",1671,1384,5149,3381,706,6121,6508,2456,2890,1233,1116,3236,4709,3236,2781,13319
"RHCE",9,14,30,19,2,31,30,11,23,7,15,24,41,24,2,32
"TMEM57",962,829,2345,1561,250,2823,2814,1809,1791,631,807,1528,2183,1528,1454,6527
"LDLRAP1",746,628,1788,1260,89,2722,2250,1909,1040,466,524,1049,1654,1049,864,4758
"MAN1C1",40,62,145,129,4,34,277,212,106,19,50,95,131,95,14,831
"SELENON",2271,1782,7095,3467,303,8240,7824,6983,1244,1282,1794,3250,5229,3250,2801,8441
"MTFR1L",982,801,2486,1875,144,2030,3196,2692,2308,598,679,1226,2325,1226,1044,1956
"LOC646471",211,144,344,365,19,147,364,164,75,98,254,353,518,353,69,422
"AUNIP",22,26,46,45,1,71,68,27,51,11,26,35,84,35,46,103
"PAQR7",803,703,2025,1576,206,2033,2062,1317,1061,646,637,1277,2260,1277,869,1465
"STMN1",594,388,2098,1442,462,1144,2638,1484,1910,362,335,774,1649,774,1004,2166
"MIR3917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAFAH2",385,356,980,580,73,1113,973,526,375,299,295,586,938,586,459,766
"EXTL1",683,574,1452,1028,89,1336,1215,234,133,406,577,933,1601,933,493,5351
"SLC30A2",15,0,8,6,0,6,6,13,10,0,0,9,11,9,4,0
"TRIM63",0,0,0,0,0,0,4,10,9,0,0,0,0,0,0,0
"PDIK1L",126,103,242,166,26,366,427,219,228,101,129,252,302,252,168,570
"FAM110D",0,0,0,0,0,0,0,3,15,0,0,0,4,0,0,0
"ZNF593",157,151,427,401,49,590,591,285,616,111,130,253,575,253,242,3919
"CNKSR1",3,2,7,19,0,9,12,12,13,2,11,14,11,14,5,27
"CATSPER4",0,0,0,0,0,0,0,7,4,0,0,0,1,0,0,0
"LOC101928303",0,1,2,2,0,5,4,2,0,0,0,1,2,1,0,0
"CEP85",215,142,429,280,23,611,531,468,500,146,179,290,424,290,213,590
"SH3BGRL3",2744,2132,7592,5736,372,7889,9953,6646,3230,1792,1716,2324,7238,2324,2953,5520
"UBXN11",121,135,256,265,19,203,462,313,380,59,192,244,532,244,120,1421
"CD52",0,0,0,5,0,2,16,0,0,0,0,0,5,0,0,0
"AIM1L",2,0,2,3,0,2,0,23,25,0,0,0,4,0,4,0
"ZNF683",0,0,0,0,0,0,0,6,17,0,0,0,2,0,0,0
"LIN28A",2,0,2,0,0,0,0,18,21,0,2,2,2,2,2,12
"DHDDS",991,897,2122,1537,190,2920,2746,1750,1243,656,847,1297,2172,1297,1138,2307
"LOC101928324",4,6,4,6,4,5,11,1,0,2,4,15,8,15,2,12
"HMGN2",885,984,3906,3132,339,4405,6364,1485,1386,628,677,1864,3788,1864,1268,4745
"RPS6KA1",38,34,124,95,12,158,111,134,97,23,33,71,80,71,43,486
"MIR1976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC101928728",21,12,50,16,2,41,33,27,14,24,20,29,37,29,23,34
"ARID1A",772,710,2747,1706,282,3188,2612,1541,261,581,987,1697,3088,1697,1654,5760
"PIGV",621,522,1643,1088,85,1818,1614,1204,1147,326,534,951,1291,951,642,1872
"ZDHHC18",642,598,1627,1243,113,2173,1928,1567,966,410,475,925,1674,925,768,4141
"SFN",6,0,4,10,0,34,4,40,18,0,6,23,5,23,2,62
"GPN2",412,357,1001,684,67,1126,1193,1033,892,258,381,639,1105,639,441,3502
"GPATCH3",213,215,448,427,47,616,703,870,1244,136,188,355,616,355,216,896
"NR0B2",0,0,0,0,0,0,0,2,5,0,0,0,1,0,2,0
"NUDC",302,255,1548,1110,174,1537,1515,1092,1415,161,243,915,1482,915,581,6810
"KDF1",0,1,0,2,0,0,10,5,26,0,7,1,5,1,0,8
"TRNP1",4358,4116,12083,9512,707,15624,13194,7202,8644,3036,3569,6837,14165,6837,5268,46688
"FAM46B",117,85,215,181,32,369,248,296,588,68,136,134,493,134,182,1739
"SLC9A1",492,503,1935,1149,139,1703,2237,503,134,325,455,1042,1669,1042,964,3797
"WDTC1",1181,1114,3328,1985,141,3863,3856,3946,1331,690,900,1664,2821,1664,1153,4662
"TMEM222",807,661,1983,1572,128,3376,3072,2883,2739,505,518,1195,2250,1195,983,2214
"ACTG1P20",58,70,62,125,10,62,111,327,357,16,76,44,136,44,48,102
"SYTL1",10,25,13,41,8,18,48,61,112,2,39,23,60,23,11,185
"MAP3K6",1155,1102,2475,2170,174,3698,3512,2497,1687,547,1324,1665,3325,1665,1077,12913
"FCN3",0,4,1,1,0,5,0,8,5,0,4,5,2,5,0,6
"CD164L2",0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0
"GPR3",10,14,28,57,3,42,32,12,24,13,37,16,105,16,30,134
"WASF2",1221,1115,3975,2551,497,5517,4695,1714,932,838,1021,2216,3457,2216,2964,11012
"AHDC1",486,455,1860,725,82,1142,1165,544,133,260,435,852,1229,852,535,9247
"FGR",4,0,4,15,0,8,9,11,15,0,0,8,12,8,6,0
"IFI6",9423,7294,21098,24944,4703,29064,27696,1031,1252,5427,4476,10932,19818,10932,14147,96532
"FAM76A",358,328,679,523,73,1121,1267,640,870,231,294,438,770,438,513,2381
"STX12",2752,2127,6321,4041,405,7190,7518,2488,3454,1695,2325,3428,6818,3428,3004,5673
"PPP1R8",1056,963,2474,2264,339,3318,3731,2167,2455,715,858,1648,2984,1648,1621,2479
"SCARNA1",564,275,114,379,379,143,188,5073,5939,195,232,71,329,71,432,12
"THEMIS2",41,9,90,79,7,208,178,164,132,13,27,60,111,60,73,244
"RPA2",686,532,1559,1181,98,1267,1983,964,1260,435,519,886,1389,886,510,1943
"SMPDL3B",4,1,3,0,0,11,4,61,17,5,0,0,3,0,4,5
"XKR8",203,128,538,295,55,926,528,321,73,129,131,295,343,295,279,876
"EYA3",1001,787,2508,1369,134,2943,2270,1297,519,647,872,1442,2239,1442,1368,1938
"PTAFR",2,2,6,2,0,5,12,14,24,0,2,6,11,6,0,28
"DNAJC8",1849,1584,4359,3680,384,5501,7084,2422,2720,1331,1269,2799,4738,2799,2218,9578
"ATPIF1",950,629,2250,1818,482,1560,2562,516,773,610,543,991,2068,991,867,15734
"SESN2",1079,1314,3184,2734,428,5596,5489,3936,3454,728,1155,1823,3949,1823,3788,10293
"MED18",431,304,907,683,120,992,1184,538,804,351,343,647,929,647,491,1208
"PHACTR4",289,249,962,571,111,1030,1121,394,134,201,300,490,829,490,748,1086
"SNHG3",745,547,1275,983,74,848,942,325,307,414,770,849,1611,849,381,775
"RCC1",801,685,1862,1446,173,2979,2257,3616,3495,549,650,1350,1992,1350,864,2965
"SNORA73B",73804,57870,25819,86916,93300,71150,63621,106994,161938,48305,47962,29952,74350,29952,65591,1923
"TRNAU1AP",394,297,824,551,95,1144,1273,781,1052,248,296,498,803,498,394,1147
"SNHG12",206,155,288,435,53,337,498,242,416,110,183,324,620,324,121,1225
"SNORD99",14,8,6,7,5,11,21,12354,32888,6,4,12,16,12,11,18
"SNORA61",65,55,53,36,39,48,69,6445,10757,34,48,46,93,46,56,67
"SNORA44",133,128,49,52,60,59,73,26004,35606,51,72,36,79,36,67,5
"SNORA16A",418,376,92,156,426,126,168,11497,22617,181,157,66,270,66,234,42
"RAB42",21,21,88,56,2,141,122,74,147,22,23,53,85,53,29,301
"TAF12",907,754,1690,1472,244,1647,2107,1927,2075,556,560,1029,1845,1029,851,2318
"RNU11",83,87,18,42,121,54,77,87,80,29,59,24,39,24,110,26
"GMEB1",199,214,405,309,59,600,671,436,354,103,198,277,563,277,342,965
"YTHDF2",1309,1270,3624,2767,283,4027,5274,1673,1857,700,1196,1944,4122,1944,2038,7139
"OPRD1",0,0,0,0,0,0,0,6,7,0,0,0,3,0,0,20
"EPB41",850,773,2250,1190,144,2072,2243,1613,781,545,735,1228,2061,1228,844,2772
"TMEM200B",690,658,1626,1313,158,2915,2362,2031,2059,465,560,1257,1959,1257,903,7367
"SRSF4",703,616,2451,1755,231,1136,2231,2170,2154,412,613,1506,2575,1506,903,7654
"MECR",283,234,712,599,64,1170,1083,659,423,222,242,413,645,413,332,1710
"PTPRU",1489,1415,4573,2914,229,4246,5119,5576,2906,955,1366,2776,4256,2776,1511,15206
"LINC01756",0,0,0,0,0,4,5,5,1,0,2,0,8,0,14,0
"LINC01648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATN1",13,8,33,38,2,20,39,38,84,5,24,35,80,35,11,54
"MATN1-AS1",32,15,66,43,2,45,36,49,54,33,59,76,115,76,19,275
"LAPTM5",6,7,30,14,2,38,24,13,27,9,2,18,27,18,12,36
"MIR4420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDC3",3792,3161,10844,6280,497,12270,11943,7399,1815,2483,3111,6070,9789,6070,4336,27862
"PUM1",2375,2176,6434,3998,640,7480,7073,5088,3191,1544,2042,4074,5762,4074,3265,8100
"SNORD103B_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD103A_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD103B_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD103A_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD103C",6,14,2,11,0,7,5,219,320,2,2,9,6,9,7,0
"NKAIN1",0,0,6,2,0,8,4,13,17,2,3,0,5,0,3,12
"SNRNP40",707,536,1622,1222,162,1755,2072,1547,2241,477,504,1040,1671,1040,877,10390
"ZCCHC17",835,631,1669,1328,211,1890,2495,1425,1561,503,601,1011,1770,1011,842,2025
"FABP3",283,229,442,383,434,3198,2172,718,500,136,173,267,491,267,1376,1859
"SERINC2",1417,1291,4741,2921,248,6687,5439,2543,530,868,844,1755,3418,1755,1626,11509
"LINC01225",0,0,0,1,0,0,0,5,4,0,0,0,1,0,0,0
"LINC01226",0,0,0,0,0,0,0,15,11,0,0,0,2,0,0,0
"TINAGL1",1383,1220,3276,2017,269,5580,3646,1562,1354,947,1043,1715,3383,1715,1704,17865
"HCRTR1",2,6,11,11,0,7,15,14,10,1,12,8,19,8,5,116
"PEF1",1267,1144,3359,2371,218,5433,4920,4062,3475,910,898,1595,3208,1595,1739,4268
"COL16A1",14605,13662,48069,29817,3730,64284,38306,22761,28093,7809,14565,37794,47894,37794,17667,136393
"ADGRB2",1965,1730,5380,3039,167,4261,4742,2420,1268,1171,1567,2780,4442,2780,1225,24505
"MIR4254",0,1,3,3,0,1,4,0,0,0,1,1,15,1,0,0
"SPOCD1",452,462,1235,833,120,1868,2350,1014,680,258,648,619,1911,619,679,7242
"PTP4A2",7144,6488,15462,11985,1895,23722,21320,9248,11762,4529,6068,9192,16094,9192,11039,31954
"KHDRBS1",1286,1446,3515,2766,547,6041,4987,2202,2449,909,1394,2524,4204,2524,2776,12608
"TMEM39B",201,175,452,311,33,557,593,463,351,146,166,286,436,286,249,1256
"MIR5585",0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"KPNA6",4303,3756,11594,6887,1104,15174,12551,7851,2984,2778,3550,7153,10334,7153,7259,12526
"TXLNA",6060,5473,16217,9959,1133,17993,15087,14444,11224,3708,5725,10338,16451,10338,7835,40072
"CCDC28B",275,155,512,421,78,550,411,482,640,129,135,349,494,349,213,678
"IQCC",97,50,155,102,8,151,136,122,114,67,90,141,202,141,42,109
"DCDC2B",55,29,63,66,10,44,58,32,14,32,70,89,99,89,28,47
"TMEM234",241,168,443,375,41,602,560,430,415,156,169,332,530,332,184,388
"EIF3I",4514,3408,8871,8247,830,12549,16441,10213,11750,3045,2893,5401,10219,5401,4411,13122
"MTMR9LP",540,444,893,836,40,480,1078,689,644,240,468,721,1081,721,168,3589
"FAM167B",95,50,240,152,4,114,211,137,59,49,63,152,252,152,49,2417
"LCK",2,4,1,7,0,2,0,15,13,0,0,6,2,6,2,22
"HDAC1",2007,1665,4684,3593,513,4819,6150,4424,4906,1263,1630,3165,5117,3165,2311,6552
"MARCKSL1",414,389,933,1008,61,1009,2061,1652,1121,277,338,494,1178,494,384,8047
"FAM229A",27,17,62,39,2,25,56,6,9,8,22,41,32,41,8,442
"TSSK3",67,63,92,92,6,55,142,60,73,35,79,95,96,95,38,224
"BSDC1",2531,2254,6100,4371,892,7446,6929,6817,6464,1635,2017,4387,6273,4387,3062,14135
"ZBTB8B",0,0,0,0,0,2,0,17,20,0,0,0,2,0,0,0
"ZBTB8A",285,269,857,575,90,925,998,342,471,194,277,649,888,649,488,1132
"ZBTB8OS",468,430,1163,905,262,1200,1302,263,420,320,375,699,1239,699,550,2761
"RBBP4",1182,996,3641,2575,288,4102,4701,937,930,812,1081,2429,3585,2429,1585,4430
"SYNC",1132,942,2794,1825,233,3801,3486,4237,5254,760,887,1644,2984,1644,1693,9897
"KIAA1522",346,279,1144,601,47,897,1278,777,188,190,275,531,851,531,486,4016
"YARS",1106,930,4365,2975,569,4593,5168,10182,11511,773,807,2266,4432,2266,2898,6321
"S100PBP",922,813,1972,1322,173,2922,2348,1438,1776,671,907,1296,1853,1296,1394,3136
"FNDC5",14,12,28,24,0,24,28,119,149,3,19,31,40,31,10,20
"HPCA",4,0,2,8,0,10,9,18,12,0,5,0,20,0,4,22
"TMEM54",143,136,407,274,36,608,527,562,428,112,59,235,335,235,110,1303
"RNF19B",303,281,712,694,51,712,1161,537,449,171,246,394,777,394,266,3144
"AK2",1669,1347,4643,3464,428,6749,6535,2918,2953,1148,1248,3097,5084,3097,2168,10613
